Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_decision_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_submitted_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,instructions_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,start_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,charging_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,disabled_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,driving_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
1763121652.028590,2025-11-14T12:00:52.028589,61,686,unknown,restart_game_0
1763121652.043623,2025-11-14T12:00:52.043623,57,660,unknown,restart_game_0
1763121652.114170,2025-11-14T12:00:52.114169,0,629,unknown,restart_game_0
1763121652.127292,2025-11-14T12:00:52.127292,30,714,unknown,restart_game_0
1763121652.140207,2025-11-14T12:00:52.140207,0,694,unknown,restart_game_0
1763121652.226009,2025-11-14T12:00:52.226009,0,562,unknown,restart_game_0
1763121652.240065,2025-11-14T12:00:52.240065,0,672,unknown,restart_game_0
1763121652.253618,2025-11-14T12:00:52.253617,0,717,unknown,restart_game_0
1763121652.323310,2025-11-14T12:00:52.323309,39,607,unknown,restart_game_0
1763121652.336822,2025-11-14T12:00:52.336822,28,724,unknown,restart_game_0
1763121652.350365,2025-11-14T12:00:52.350365,54,772,unknown,restart_game_0
1763121652.417277,2025-11-14T12:00:52.417277,0,628,unknown,restart_game_0
1763121652.431896,2025-11-14T12:00:52.431895,0,692,unknown,restart_game_0
1763121652.444479,2025-11-14T12:00:52.444479,0,693,unknown,restart_game_0
1763121652.516138,2025-11-14T12:00:52.516137,0,682,unknown,restart_game_0
1763121652.529335,2025-11-14T12:00:52.529335,37,764,unknown,restart_game_0
1763121652.542377,2025-11-14T12:00:52.542377,40,798,unknown,restart_game_0
1763121652.626070,2025-11-14T12:00:52.626069,,,unknown,restart_game_0
1763121652.638583,2025-11-14T12:00:52.638582,,,unknown,restart_game_0
1763121652.722577,2025-11-14T12:00:52.722577,,,unknown,restart_game_0
1763121652.736092,2025-11-14T12:00:52.736091,,,unknown,restart_game_0
1763121652.748604,2025-11-14T12:00:52.748604,,,unknown,restart_game_0
1763121652.761622,2025-11-14T12:00:52.761622,,,unknown,restart_game_0
1763121652.817114,2025-11-14T12:00:52.817114,0,734,unknown,restart_game_0
1763121652.831655,2025-11-14T12:00:52.831654,,,unknown,restart_game_0
1763121652.846169,2025-11-14T12:00:52.846168,,,unknown,restart_game_0
1763121652.917168,2025-11-14T12:00:52.917167,,,unknown,restart_game_0
1763121652.930314,2025-11-14T12:00:52.930313,,,unknown,restart_game_0
1763121652.944040,2025-11-14T12:00:52.945041,,,unknown,restart_game_0
1763121653.009102,2025-11-14T12:00:53.009101,,,unknown,restart_game_0
1763121653.022259,2025-11-14T12:00:53.022258,,,unknown,restart_game_0
1763121653.121202,2025-11-14T12:00:53.121201,,,unknown,restart_game_0
1763121653.134721,2025-11-14T12:00:53.134721,,,unknown,restart_game_0
1763121653.147444,2025-11-14T12:00:53.147444,,,unknown,restart_game_0
1763121653.160574,2025-11-14T12:00:53.160574,,,unknown,restart_game_0
1763121653.218764,2025-11-14T12:00:53.218763,0,654,unknown,restart_game_0
1763121653.232815,2025-11-14T12:00:53.232815,0,685,unknown,restart_game_0
1763121653.244447,2025-11-14T12:00:53.244447,0,674,unknown,restart_game_0
1763121653.314272,2025-11-14T12:00:53.314272,462,1080,unknown,restart_game_0
1763121653.327306,2025-11-14T12:00:53.327305,,,unknown,restart_game_0
1763121653.339945,2025-11-14T12:00:53.339944,401,1080,unknown,restart_game_0
1763121653.410303,2025-11-14T12:00:53.410303,,,unknown,restart_game_0
1763121653.425371,2025-11-14T12:00:53.425371,,,unknown,restart_game_0
1763121653.522397,2025-11-14T12:00:53.522397,,,unknown,restart_game_0
1763121653.535955,2025-11-14T12:00:53.535955,,,unknown,restart_game_0
1763121653.548454,2025-11-14T12:00:53.548454,,,unknown,restart_game_0
1763121653.561479,2025-11-14T12:00:53.561479,,,unknown,restart_game_0
1763121653.619029,2025-11-14T12:00:53.619028,,,unknown,restart_game_0
1763121653.633350,2025-11-14T12:00:53.633350,,,unknown,restart_game_0
1763121653.645423,2025-11-14T12:00:53.645423,,,unknown,restart_game_0
1763121653.711621,2025-11-14T12:00:53.711621,,,unknown,restart_game_0
1763121653.725269,2025-11-14T12:00:53.725269,,,unknown,restart_game_0
1763121653.739305,2025-11-14T12:00:53.739305,,,unknown,restart_game_0
1763121653.815790,2025-11-14T12:00:53.815789,,,unknown,restart_game_0
1763121653.830332,2025-11-14T12:00:53.830331,,,unknown,restart_game_0
1763121653.922578,2025-11-14T12:00:53.922578,,,unknown,restart_game_0
1763121653.936087,2025-11-14T12:00:53.936087,,,unknown,restart_game_0
1763121653.950099,2025-11-14T12:00:53.950099,,,unknown,restart_game_0
1763121653.963615,2025-11-14T12:00:53.963615,,,unknown,restart_game_0
1763121654.017807,2025-11-14T12:00:54.017807,,,unknown,restart_game_0
1763121654.030329,2025-11-14T12:00:54.030329,,,unknown,restart_game_0
1763121654.041875,2025-11-14T12:00:54.041874,,,unknown,restart_game_0
1763121654.108342,2025-11-14T12:00:54.108342,,,unknown,restart_game_0
1763121654.120893,2025-11-14T12:00:54.120892,,,unknown,restart_game_0
1763121654.132932,2025-11-14T12:00:54.132931,,,unknown,restart_game_0
1763121654.210230,2025-11-14T12:00:54.210229,,,unknown,restart_game_0
1763121654.220712,2025-11-14T12:00:54.220711,,,unknown,restart_game_0
1763121654.316130,2025-11-14T12:00:54.316130,,,unknown,restart_game_0
1763121654.328453,2025-11-14T12:00:54.328452,,,unknown,restart_game_0
1763121654.341146,2025-11-14T12:00:54.341145,,,unknown,restart_game_0
1763121654.352700,2025-11-14T12:00:54.352699,,,unknown,restart_game_0
1763121654.414128,2025-11-14T12:00:54.414128,,,unknown,restart_game_0
1763121654.426459,2025-11-14T12:00:54.426459,,,unknown,restart_game_0
1763121654.438043,2025-11-14T12:00:54.438043,,,unknown,restart_game_0
1763121654.510026,2025-11-14T12:00:54.510025,,,unknown,restart_game_0
1763121654.522226,2025-11-14T12:00:54.522225,,,unknown,restart_game_0
1763121654.534368,2025-11-14T12:00:54.534368,,,unknown,restart_game_0
1763121654.610121,2025-11-14T12:00:54.610120,,,unknown,restart_game_0
1763121654.620140,2025-11-14T12:00:54.620139,,,unknown,restart_game_0
1763121654.717162,2025-11-14T12:00:54.717161,,,unknown,restart_game_0
1763121654.728423,2025-11-14T12:00:54.728422,,,unknown,restart_game_0
1763121654.739938,2025-11-14T12:00:54.739937,,,unknown,restart_game_0
1763121654.750995,2025-11-14T12:00:54.750994,,,unknown,restart_game_0
1763121654.814810,2025-11-14T12:00:54.814809,,,unknown,restart_game_0
1763121654.826551,2025-11-14T12:00:54.826551,,,unknown,restart_game_0
1763121654.838111,2025-11-14T12:00:54.838111,,,unknown,restart_game_0
1763121654.914229,2025-11-14T12:00:54.914229,,,unknown,restart_game_0
1763121654.925296,2025-11-14T12:00:54.925295,,,unknown,restart_game_0
1763121654.936854,2025-11-14T12:00:54.936854,,,unknown,restart_game_0
1763121655.008352,2025-11-14T12:00:55.008352,,,unknown,restart_game_0
1763121655.019912,2025-11-14T12:00:55.019911,,,unknown,restart_game_0
1763121655.117798,2025-11-14T12:00:55.117798,,,unknown,restart_game_0
1763121655.127433,2025-11-14T12:00:55.127432,,,unknown,restart_game_0
1763121655.138971,2025-11-14T12:00:55.138971,,,unknown,restart_game_0
1763121655.150256,2025-11-14T12:00:55.150256,,,unknown,restart_game_0
1763121655.215578,2025-11-14T12:00:55.215578,,,unknown,restart_game_0
1763121655.228131,2025-11-14T12:00:55.228130,,,unknown,restart_game_0
1763121655.241166,2025-11-14T12:00:55.241165,,,unknown,restart_game_0
1763121655.309956,2025-11-14T12:00:55.309956,,,unknown,restart_game_0
1763121655.320974,2025-11-14T12:00:55.320974,,,unknown,restart_game_0
1763121655.331047,2025-11-14T12:00:55.331047,,,unknown,restart_game_0
1763121655.405732,2025-11-14T12:00:55.405732,,,unknown,restart_game_0
1763121655.415244,2025-11-14T12:00:55.415243,,,unknown,restart_game_0
1763121655.518794,2025-11-14T12:00:55.518793,,,unknown,restart_game_0
1763121655.528873,2025-11-14T12:00:55.528872,,,unknown,restart_game_0
1763121655.539917,2025-11-14T12:00:55.539917,,,unknown,restart_game_0
1763121655.550426,2025-11-14T12:00:55.550426,,,unknown,restart_game_0
1763121655.611812,2025-11-14T12:00:55.611811,,,unknown,restart_game_0
1763121655.623334,2025-11-14T12:00:55.623333,,,unknown,restart_game_0
1763121655.634847,2025-11-14T12:00:55.634846,,,unknown,restart_game_0
1763121655.710088,2025-11-14T12:00:55.710087,,,unknown,restart_game_0
1763121655.718597,2025-11-14T12:00:55.718596,,,unknown,restart_game_0
1763121655.735577,2025-11-14T12:00:55.735576,,,unknown,restart_game_0
1763121655.810192,2025-11-14T12:00:55.810191,,,unknown,restart_game_0
1763121655.821706,2025-11-14T12:00:55.821706,,,unknown,restart_game_0
1763121655.918518,2025-11-14T12:00:55.918517,,,unknown,restart_game_0
1763121655.929238,2025-11-14T12:00:55.929238,,,unknown,restart_game_0
1763121655.938848,2025-11-14T12:00:55.938847,,,unknown,restart_game_0
1763121655.950944,2025-11-14T12:00:55.950944,,,unknown,restart_game_0
1763121656.013961,2025-11-14T12:00:56.013960,,,unknown,restart_game_0
1763121656.024467,2025-11-14T12:00:56.024467,,,unknown,restart_game_0
1763121656.037976,2025-11-14T12:00:56.037976,,,unknown,restart_game_0
1763121656.108432,2025-11-14T12:00:56.108431,,,unknown,restart_game_0
1763121656.120999,2025-11-14T12:00:56.120999,,,unknown,restart_game_0
1763121656.133220,2025-11-14T12:00:56.133220,,,unknown,restart_game_0
1763121656.208196,2025-11-14T12:00:56.208196,,,unknown,restart_game_0
1763121656.219750,2025-11-14T12:00:56.219750,,,unknown,restart_game_0
1763121656.318549,2025-11-14T12:00:56.318548,,,unknown,restart_game_0
1763121656.330167,2025-11-14T12:00:56.330166,,,unknown,restart_game_0
1763121656.339953,2025-11-14T12:00:56.339953,,,unknown,restart_game_0
1763121656.351177,2025-11-14T12:00:56.351177,,,unknown,restart_game_0
1763121656.414088,2025-11-14T12:00:56.414087,,,unknown,restart_game_0
1763121656.425550,2025-11-14T12:00:56.425550,,,unknown,restart_game_0
1763121656.438070,2025-11-14T12:00:56.438069,,,unknown,restart_game_0
1763121656.508806,2025-11-14T12:00:56.508806,,,unknown,restart_game_0
1763121656.519333,2025-11-14T12:00:56.519333,,,unknown,restart_game_0
1763121656.530969,2025-11-14T12:00:56.530968,,,unknown,restart_game_0
1763121656.608620,2025-11-14T12:00:56.608619,,,unknown,restart_game_0
1763121656.620143,2025-11-14T12:00:56.620142,,,unknown,restart_game_0
1763121656.718757,2025-11-14T12:00:56.718757,,,unknown,restart_game_0
1763121656.729308,2025-11-14T12:00:56.729308,,,unknown,restart_game_0
1763121656.738387,2025-11-14T12:00:56.738386,,,unknown,restart_game_0
1763121656.749936,2025-11-14T12:00:56.749935,,,unknown,restart_game_0
1763121656.814151,2025-11-14T12:00:56.814150,,,unknown,restart_game_0
1763121656.824564,2025-11-14T12:00:56.824563,,,unknown,restart_game_0
1763121656.836138,2025-11-14T12:00:56.836138,,,unknown,restart_game_0
1763121656.908212,2025-11-14T12:00:56.908211,,,unknown,restart_game_0
1763121656.918742,2025-11-14T12:00:56.918742,,,unknown,restart_game_0
1763121656.930251,2025-11-14T12:00:56.930251,,,unknown,restart_game_0
1763121657.013876,2025-11-14T12:00:57.013876,,,unknown,restart_game_0
1763121657.024386,2025-11-14T12:00:57.024386,,,unknown,restart_game_0
1763121657.118165,2025-11-14T12:00:57.118165,,,unknown,restart_game_0
1763121657.128681,2025-11-14T12:00:57.128681,,,unknown,restart_game_0
1763121657.141701,2025-11-14T12:00:57.141701,,,unknown,restart_game_0
1763121657.154217,2025-11-14T12:00:57.154216,,,unknown,restart_game_0
1763121657.214680,2025-11-14T12:00:57.214679,22,522,unknown,restart_game_0
1763121657.223926,2025-11-14T12:00:57.223925,90,504,unknown,restart_game_0
1763121657.235018,2025-11-14T12:00:57.235018,48,482,unknown,restart_game_0
1763121657.310155,2025-11-14T12:00:57.310155,53,428,unknown,restart_game_0
1763121657.322221,2025-11-14T12:00:57.322220,61,466,unknown,restart_game_0
1763121657.333734,2025-11-14T12:00:57.333733,49,480,unknown,restart_game_0
1763121657.408116,2025-11-14T12:00:57.408116,,,unknown,restart_game_0
1763121657.420315,2025-11-14T12:00:57.420314,,,unknown,restart_game_0
1763121657.516309,2025-11-14T12:00:57.516309,,,unknown,restart_game_0
1763121657.528681,2025-11-14T12:00:57.528680,,,unknown,restart_game_0
1763121657.539231,2025-11-14T12:00:57.539231,,,unknown,restart_game_0
1763121657.550334,2025-11-14T12:00:57.550334,,,unknown,restart_game_0
1763121657.618359,2025-11-14T12:00:57.618359,,,unknown,restart_game_0
1763121657.629010,2025-11-14T12:00:57.629010,,,unknown,restart_game_0
1763121657.640112,2025-11-14T12:00:57.640112,,,unknown,restart_game_0
1763121657.710081,2025-11-14T12:00:57.710080,,,unknown,restart_game_0
1763121657.722840,2025-11-14T12:00:57.722839,,,unknown,restart_game_0
1763121657.734366,2025-11-14T12:00:57.734366,,,unknown,restart_game_0
1763121657.805534,2025-11-14T12:00:57.805533,,,unknown,restart_game_0
1763121657.818048,2025-11-14T12:00:57.818048,,,unknown,restart_game_0
1763121657.918269,2025-11-14T12:00:57.918268,130,577,unknown,restart_game_0
1763121657.929115,2025-11-14T12:00:57.929114,,,unknown,restart_game_0
1763121657.938839,2025-11-14T12:00:57.938839,46,398,unknown,restart_game_0
1763121657.951471,2025-11-14T12:00:57.951471,36,379,unknown,restart_game_0
1763121658.013360,2025-11-14T12:00:58.013359,21,434,unknown,restart_game_0
1763121658.023748,2025-11-14T12:00:58.023748,,,unknown,restart_game_0
1763121658.033954,2025-11-14T12:00:58.033953,0,373,unknown,restart_game_0
1763121658.113291,2025-11-14T12:00:58.113290,280,653,unknown,restart_game_0
1763121658.122303,2025-11-14T12:00:58.122303,119,608,unknown,restart_game_0
1763121658.132393,2025-11-14T12:00:58.132393,117,562,unknown,restart_game_0
1763121658.205193,2025-11-14T12:00:58.205193,16,959,unknown,restart_game_0
1763121658.215957,2025-11-14T12:00:58.215956,67,1035,unknown,restart_game_0
1763121658.317269,2025-11-14T12:00:58.317268,8,989,unknown,restart_game_0
1763121658.326925,2025-11-14T12:00:58.326925,,,unknown,restart_game_0
1763121658.337889,2025-11-14T12:00:58.337889,,,unknown,restart_game_0
1763121658.415502,2025-11-14T12:00:58.415502,89,1080,unknown,restart_game_0
1763121658.425700,2025-11-14T12:00:58.425699,,,unknown,restart_game_0
1763121658.434914,2025-11-14T12:00:58.434914,,,unknown,restart_game_0
1763121658.442945,2025-11-14T12:00:58.442944,,,unknown,restart_game_0
1763121658.510237,2025-11-14T12:00:58.510237,,,unknown,restart_game_0
1763121658.520238,2025-11-14T12:00:58.520237,,,unknown,restart_game_0
1763121658.530649,2025-11-14T12:00:58.530648,,,unknown,restart_game_0
1763121658.607223,2025-11-14T12:00:58.607223,,,unknown,restart_game_0
1763121658.615764,2025-11-14T12:00:58.615764,,,unknown,restart_game_0
1763121658.705937,2025-11-14T12:00:58.705937,88,1080,unknown,restart_game_0
1763121658.714571,2025-11-14T12:00:58.714571,,,unknown,restart_game_0
1763121658.725379,2025-11-14T12:00:58.725378,,,unknown,restart_game_0
1763121658.812384,2025-11-14T12:00:58.812384,85,736,unknown,restart_game_0
1763121658.823837,2025-11-14T12:00:58.823837,255,971,unknown,restart_game_0
1763121658.835870,2025-11-14T12:00:58.835869,253,954,unknown,restart_game_0
1763121658.846332,2025-11-14T12:00:58.846332,240,957,unknown,restart_game_0
1763121658.920091,2025-11-14T12:00:58.920090,265,1010,unknown,restart_game_0
1763121658.930232,2025-11-14T12:00:58.930231,237,998,unknown,restart_game_0
1763121658.942428,2025-11-14T12:00:58.942428,237,1011,unknown,restart_game_0
1763121659.009686,2025-11-14T12:00:59.009685,178,999,unknown,restart_game_0
1763121659.019204,2025-11-14T12:00:59.019203,175,1015,unknown,restart_game_0
1763121659.101804,2025-11-14T12:00:59.101804,186,1012,unknown,restart_game_0
1763121659.112265,2025-11-14T12:00:59.112264,195,998,unknown,restart_game_0
1763121659.123326,2025-11-14T12:00:59.123325,187,981,unknown,restart_game_0
1763121659.213607,2025-11-14T12:00:59.213607,353,1030,unknown,restart_game_0
1763121659.224903,2025-11-14T12:00:59.224903,347,1067,unknown,restart_game_0
1763121659.235421,2025-11-14T12:00:59.235421,357,1065,unknown,restart_game_0
1763121659.247518,2025-11-14T12:00:59.247517,358,1078,unknown,restart_game_0
1763121659.308595,2025-11-14T12:00:59.308595,362,1080,unknown,restart_game_0
1763121659.317805,2025-11-14T12:00:59.317805,352,1057,unknown,restart_game_0
1763121659.327098,2025-11-14T12:00:59.327097,358,1078,unknown,restart_game_0
1763121659.405198,2025-11-14T12:00:59.405197,295,1080,unknown,restart_game_0
1763121659.415004,2025-11-14T12:00:59.415003,274,1080,unknown,restart_game_0
1763121659.506625,2025-11-14T12:00:59.506625,420,1080,unknown,restart_game_0
1763121659.517678,2025-11-14T12:00:59.517677,345,1080,unknown,restart_game_0
1763121659.528889,2025-11-14T12:00:59.528888,346,1080,unknown,restart_game_0
1763121659.613697,2025-11-14T12:00:59.613696,325,913,unknown,restart_game_0
1763121659.622664,2025-11-14T12:00:59.622663,323,982,unknown,restart_game_0
1763121659.632880,2025-11-14T12:00:59.632879,330,965,unknown,restart_game_0
1763121659.643231,2025-11-14T12:00:59.643231,335,978,unknown,restart_game_0
1763121659.713383,2025-11-14T12:00:59.713383,231,1080,unknown,restart_game_0
1763121659.722628,2025-11-14T12:00:59.722628,218,1024,unknown,restart_game_0
1763121659.734172,2025-11-14T12:00:59.734171,227,1006,unknown,restart_game_0
1763121659.808430,2025-11-14T12:00:59.808430,178,1031,unknown,restart_game_0
1763121659.821569,2025-11-14T12:00:59.821569,128,1030,unknown,restart_game_0
1763121659.901550,2025-11-14T12:00:59.901550,216,1002,unknown,restart_game_0
1763121659.913833,2025-11-14T12:00:59.913833,245,1069,unknown,restart_game_0
1763121659.925723,2025-11-14T12:00:59.925722,252,1065,unknown,restart_game_0
1763121660.013487,2025-11-14T12:01:00.013487,207,1080,unknown,restart_game_0
1763121660.024583,2025-11-14T12:01:00.024582,149,1080,unknown,restart_game_0
1763121660.034698,2025-11-14T12:01:00.034698,154,1076,unknown,restart_game_0
1763121660.046283,2025-11-14T12:01:00.046282,155,1075,unknown,restart_game_0
1763121660.111421,2025-11-14T12:01:00.111421,213,1002,unknown,restart_game_0
1763121660.121435,2025-11-14T12:01:00.121435,255,1015,unknown,restart_game_0
1763121660.133375,2025-11-14T12:01:00.133375,262,1044,unknown,restart_game_0
1763121660.210988,2025-11-14T12:01:00.210987,206,1018,unknown,restart_game_0
1763121660.221342,2025-11-14T12:01:00.221342,229,1055,unknown,restart_game_0
1763121660.303237,2025-11-14T12:01:00.303236,207,1071,unknown,restart_game_0
1763121660.314316,2025-11-14T12:01:00.314315,196,1080,unknown,restart_game_0
1763121660.325571,2025-11-14T12:01:00.325571,196,1080,unknown,restart_game_0
1763121660.413321,2025-11-14T12:01:00.413321,,,unknown,restart_game_0
1763121660.424596,2025-11-14T12:01:00.424595,,,unknown,restart_game_0
1763121660.436056,2025-11-14T12:01:00.436056,,,unknown,restart_game_0
1763121660.445875,2025-11-14T12:01:00.445875,,,unknown,restart_game_0
1763121660.511223,2025-11-14T12:01:00.511222,,,unknown,restart_game_0
1763121660.521215,2025-11-14T12:01:00.521214,,,unknown,restart_game_0
1763121660.530446,2025-11-14T12:01:00.530446,,,unknown,restart_game_0
1763121660.605567,2025-11-14T12:01:00.605566,,,unknown,restart_game_0
1763121660.616634,2025-11-14T12:01:00.616633,,,unknown,restart_game_0
1763121660.700586,2025-11-14T12:01:00.700586,,,unknown,restart_game_0
1763121660.710699,2025-11-14T12:01:00.710699,,,unknown,restart_game_0
1763121660.720273,2025-11-14T12:01:00.720273,,,unknown,restart_game_0
1763121660.820260,2025-11-14T12:01:00.820260,,,unknown,restart_game_0
1763121660.830279,2025-11-14T12:01:00.830278,,,unknown,restart_game_0
1763121660.838798,2025-11-14T12:01:00.838797,,,unknown,restart_game_0
1763121660.850249,2025-11-14T12:01:00.850248,,,unknown,restart_game_0
1763121660.910853,2025-11-14T12:01:00.910853,,,unknown,restart_game_0
1763121660.922499,2025-11-14T12:01:00.922498,,,unknown,restart_game_0
1763121660.933790,2025-11-14T12:01:00.933790,,,unknown,restart_game_0
1763121661.010264,2025-11-14T12:01:01.010263,,,unknown,restart_game_0
1763121661.021319,2025-11-14T12:01:01.021318,,,unknown,restart_game_0
1763121661.103142,2025-11-14T12:01:01.103142,,,unknown,restart_game_0
1763121661.114008,2025-11-14T12:01:01.114008,,,unknown,restart_game_0
1763121661.124477,2025-11-14T12:01:01.124477,,,unknown,restart_game_0
1763121661.214509,2025-11-14T12:01:01.214509,126,1080,unknown,restart_game_0
1763121661.225839,2025-11-14T12:01:01.225838,93,1080,unknown,restart_game_0
1763121661.236945,2025-11-14T12:01:01.236945,91,1080,unknown,restart_game_0
1763121661.248129,2025-11-14T12:01:01.248128,86,1080,unknown,restart_game_0
1763121661.310023,2025-11-14T12:01:01.310022,244,490,unknown,restart_game_0
1763121661.321311,2025-11-14T12:01:01.321310,271,522,unknown,restart_game_0
1763121661.331166,2025-11-14T12:01:01.331165,270,548,unknown,restart_game_0
1763121661.409836,2025-11-14T12:01:01.409835,247,545,unknown,restart_game_0
1763121661.420349,2025-11-14T12:01:01.420348,209,525,unknown,restart_game_0
1763121661.501307,2025-11-14T12:01:01.501307,,,unknown,restart_game_0
1763121661.512368,2025-11-14T12:01:01.512368,,,unknown,restart_game_0
1763121661.523411,2025-11-14T12:01:01.523411,,,unknown,restart_game_0
1763121661.614390,2025-11-14T12:01:01.614389,187,922,unknown,restart_game_0
1763121661.624954,2025-11-14T12:01:01.624954,160,1080,unknown,restart_game_0
1763121661.636041,2025-11-14T12:01:01.636040,139,1080,unknown,restart_game_0
1763121661.648598,2025-11-14T12:01:01.648598,128,1080,unknown,restart_game_0
1763121661.708915,2025-11-14T12:01:01.708914,,,unknown,restart_game_0
1763121661.718665,2025-11-14T12:01:01.718665,,,unknown,restart_game_0
1763121661.729980,2025-11-14T12:01:01.729980,,,unknown,restart_game_0
1763121661.807488,2025-11-14T12:01:01.807487,305,1012,unknown,restart_game_0
1763121661.816591,2025-11-14T12:01:01.816591,102,923,unknown,restart_game_0
1763121661.901861,2025-11-14T12:01:01.901860,527,888,unknown,restart_game_0
1763121661.910016,2025-11-14T12:01:01.910015,239,882,unknown,restart_game_0
1763121661.921011,2025-11-14T12:01:01.921011,218,889,unknown,restart_game_0
1763121662.014112,2025-11-14T12:01:02.014112,296,856,unknown,restart_game_0
1763121662.025525,2025-11-14T12:01:02.025525,227,778,unknown,restart_game_0
1763121662.036324,2025-11-14T12:01:02.036324,240,768,unknown,restart_game_0
1763121662.048343,2025-11-14T12:01:02.048343,221,754,unknown,restart_game_0
1763121662.110982,2025-11-14T12:01:02.110982,175,1080,unknown,restart_game_0
1763121662.122826,2025-11-14T12:01:02.122825,123,1080,unknown,restart_game_0
1763121662.132993,2025-11-14T12:01:02.132993,83,1080,unknown,restart_game_0
1763121662.205187,2025-11-14T12:01:02.205187,,,unknown,restart_game_0
1763121662.215261,2025-11-14T12:01:02.215261,,,unknown,restart_game_0
1763121662.304065,2025-11-14T12:01:02.304065,398,1080,unknown,restart_game_0
1763121662.315691,2025-11-14T12:01:02.315690,268,1056,unknown,restart_game_0
1763121662.327688,2025-11-14T12:01:02.327687,305,1069,unknown,restart_game_0
1763121662.415202,2025-11-14T12:01:02.415202,335,969,unknown,restart_game_0
1763121662.424655,2025-11-14T12:01:02.424654,344,978,unknown,restart_game_0
1763121662.435699,2025-11-14T12:01:02.435699,342,981,unknown,restart_game_0
1763121662.445639,2025-11-14T12:01:02.445638,350,993,unknown,restart_game_0
1763121662.520481,2025-11-14T12:01:02.520480,247,898,unknown,restart_game_0
1763121662.530791,2025-11-14T12:01:02.530791,275,859,unknown,restart_game_0
1763121662.540404,2025-11-14T12:01:02.540403,259,854,unknown,restart_game_0
1763121662.608953,2025-11-14T12:01:02.608953,,,unknown,restart_game_0
1763121662.620104,2025-11-14T12:01:02.620103,,,unknown,restart_game_0
1763121662.704336,2025-11-14T12:01:02.704336,,,unknown,restart_game_0
1763121662.716505,2025-11-14T12:01:02.716504,,,unknown,restart_game_0
1763121662.727310,2025-11-14T12:01:02.727310,,,unknown,restart_game_0
1763121662.812881,2025-11-14T12:01:02.812881,,,unknown,restart_game_0
1763121662.822831,2025-11-14T12:01:02.822831,,,unknown,restart_game_0
1763121662.833985,2025-11-14T12:01:02.833985,,,unknown,restart_game_0
1763121662.845954,2025-11-14T12:01:02.845954,,,unknown,restart_game_0
1763121662.911184,2025-11-14T12:01:02.911184,,,unknown,restart_game_0
1763121662.921307,2025-11-14T12:01:02.921307,,,unknown,restart_game_0
1763121662.931378,2025-11-14T12:01:02.931377,,,unknown,restart_game_0
1763121663.006083,2025-11-14T12:01:03.006083,,,unknown,restart_game_0
1763121663.015129,2025-11-14T12:01:03.015128,,,unknown,restart_game_0
1763121663.101775,2025-11-14T12:01:03.101774,,,unknown,restart_game_0
1763121663.112774,2025-11-14T12:01:03.112774,,,unknown,restart_game_0
1763121663.122064,2025-11-14T12:01:03.122064,,,unknown,restart_game_0
1763121663.213926,2025-11-14T12:01:03.213926,,,unknown,restart_game_0
1763121663.224828,2025-11-14T12:01:03.224828,,,unknown,restart_game_0
1763121663.236345,2025-11-14T12:01:03.236345,,,unknown,restart_game_0
1763121663.246822,2025-11-14T12:01:03.246822,,,unknown,restart_game_0
1763121663.310216,2025-11-14T12:01:03.310215,,,unknown,restart_game_0
1763121663.318915,2025-11-14T12:01:03.318915,,,unknown,restart_game_0
1763121663.330215,2025-11-14T12:01:03.330215,,,unknown,restart_game_0
1763121663.410497,2025-11-14T12:01:03.410497,,,unknown,restart_game_0
1763121663.420014,2025-11-14T12:01:03.420013,,,unknown,restart_game_0
1763121663.514429,2025-11-14T12:01:03.514429,312,955,unknown,restart_game_0
1763121663.525399,2025-11-14T12:01:03.525399,414,1080,unknown,restart_game_0
1763121663.536773,2025-11-14T12:01:03.536773,401,1080,unknown,restart_game_0
1763121663.613558,2025-11-14T12:01:03.613558,275,1080,unknown,restart_game_0
1763121663.626107,2025-11-14T12:01:03.626106,321,1080,unknown,restart_game_0
1763121663.636723,2025-11-14T12:01:03.636722,320,1080,unknown,restart_game_0
1763121663.648237,2025-11-14T12:01:03.648237,323,1080,unknown,restart_game_0
1763121663.710820,2025-11-14T12:01:03.710819,249,1080,unknown,restart_game_0
1763121663.722333,2025-11-14T12:01:03.722332,406,1080,unknown,restart_game_0
